1168,2023-01-01,50.23
1527,2023-01-02,189.51
1493,2023-01-03,426.92
1584,2023-01-04,209.07
1534,2023-01-05,23.33
1299,2023-01-06,131.12
1466,2023-01-07,42.9
1075,2023-01-08,496.99
1360,2023-01-09,485.58
1263,2023-01-10,402.13
1674,2023-01-11,304.89
1433,2023-01-12,384.83
1607,2023-01-13,92.92
1587,2023-01-14,153.58
1725,2023-01-15,266.79
1047,2023-01-16,184.75
1831,2023-01-17,32.38
1287,2023-01-18,491.75
1730,2023-01-19,226.26
1404,2023-01-20,256.96
1124,2023-01-21,168.54
1628,2023-01-22,137.27
1805,2023-01-23,199.58
1679,2023-01-24,417.69
1195,2023-01-25,371.01
1102,2023-01-26,195.81
1772,2023-01-27,16.38
1938,2023-01-28,400.73
1875,2023-01-29,142.0
1051,2023-01-30,295.52
1359,2023-01-31,22.52
1550,2023-02-01,334.48
1545,2023-02-02,199.89
1570,2023-02-03,253.57
1892,2023-02-04,213.3
1255,2023-02-05,181.93
1323,2023-02-06,279.98
1325,2023-02-07,486.73
1088,2023-02-08,65.26
1708,2023-02-09,163.5
1302,2023-02-10,30.48
1454,2023-02-11,371.82
1351,2023-02-12,332.18
1211,2023-02-13,115.17
1121,2023-02-14,214.21
1031,2023-02-15,325.48
1450,2023-02-16,334.13
1592,2023-02-17,93.53
1564,2023-02-18,442.01
1238,2023-02-19,391.22
1972,2023-02-20,75.64
1050,2023-02-21,435.77
1132,2023-02-22,376.9
1730,2023-02-23,401.31
1319,2023-02-24,276.24
1207,2023-02-25,118.21
1561,2023-02-26,460.04
1807,2023-02-27,300.12
1942,2023-02-28,179.66
1648,2023-03-01,139.25
1434,2023-03-02,457.82
1493,2023-03-03,215.67
1506,2023-03-04,274.69
1271,2023-03-05,308.14
1745,2023-03-06,414.86
1493,2023-03-07,315.55
1392,2023-03-08,96.59
1759,2023-03-09,299.72
1401,2023-03-10,249.74
1918,2023-03-11,278.47
1760,2023-03-12,352.77
1506,2023-03-13,130.45
1885,2023-03-14,101.45
1585,2023-03-15,64.19
1697,2023-03-16,144.29
1873,2023-03-17,15.02
1366,2023-03-18,318.39
1764,2023-03-19,154.63
1474,2023-03-20,101.77
1446,2023-03-21,56.69
1083,2023-03-22,149.04
1096,2023-03-23,115.31
1555,2023-03-24,149.95
1800,2023-03-25,240.99
1538,2023-03-26,279.25
1498,2023-03-27,424.11
1904,2023-03-28,494.37
1588,2023-03-29,33.95
1766,2023-03-30,123.74
1138,2023-03-31,325.22
1808,2023-04-01,89.12
1034,2023-04-02,436.37
1316,2023-04-03,116.53
1649,2023-04-04,373.46
1758,2023-04-05,329.98
1997,2023-04-06,401.45
1838,2023-04-07,25.31
1086,2023-04-08,122.49
1454,2023-04-09,355.27
1019,2023-04-10,52.91
